Ernst Ammann,Athletics Men's Hammer Throw
Hans Ammann,Cross Country Skiing Men's 15 kilometres
Hans Ammann,Cross Country Skiing Men's 30 kilometres
Peter Ammann,"Canoeing Men's Kayak Doubles, 500 metres"
Peter Ammann,"Canoeing Men's Kayak Doubles, 1,000 metres"
Peter Ammann,"Canoeing Men's Kayak Fours, 1,000 metres"
Sieglinde Ammann (Pfannerstill-),Athletics Women's Long Jump
Sieglinde Ammann (Pfannerstill-),Athletics Women's Pentathlon
Simon Ammann,"Ski Jumping Men's Normal Hill, Individual"
Simon Ammann,"Ski Jumping Men's Large Hill, Individual"
Simon Ammann,"Ski Jumping Men's Large Hill, Team"
Amanda Ammar,Cross Country Skiing Women's Sprint
Amanda Ammar,Cross Country Skiing Women's 10 kilometres
Amanda Ammar,Cross Country Skiing Women's 4 x 5 kilometres Relay
Amanda Ammar,Cross Country Skiing Women's 30 kilometres
Amanda Ammar,Cross Country Skiing Women's 15 km Skiathlon
Habib Ammar,Handball Men's Handball
Caroline Ammel (-Burger),Athletics Women's Pole Vault
Max Heinrich Ammermann,Rowing Men's Coxed Fours
Otto Ammermann,"Equestrianism Mixed Three-Day Event, Individual"
Otto Ammermann,"Equestrianism Mixed Three-Day Event, Team"
Mohamed Ammi,Boxing Men's Featherweight
Karl Vilhelm Nordstrm Ammitzbll,"Equestrianism Men's Three-Day Event, Individual"
Karl Vilhelm Nordstrm Ammitzbll,"Equestrianism Men's Three-Day Event, Team"
Hussain Ammouta,Football Men's Football
Chibou Amna,Boxing Men's Flyweight
Thongdy Amnouayphone,Athletics Men's 4 x 100 metres Relay
Agapius Masong Amo,Athletics Men's Marathon
Christian Amoah,Weightlifting Men's Light-Heavyweight
Johnson O. Amoah,Athletics Men's Triple Jump
Florent Amodio,Figure Skating Men's Singles
Florent Amodio,Figure Skating Mixed Team
Daniel Owofin Amokachi,Football Men's Football
Artur Amon,Basketball Men's Basketball
Andrew Amonde,Rugby Sevens Men's Rugby Sevens
"Benjamin Edward ""Ben"" Amonette","Shooting Men's Air Pistol, 10 metres"
"Benjamin Edward ""Ben"" Amonette","Shooting Men's Free Pistol, 50 metres"
"Anthony Lewis ""Tony"" Amonte",Ice Hockey Men's Ice Hockey
Seth Kwame Amoo,Athletics Men's 200 metres
Edward John Amoore,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards"
Edward John Amoore,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team"
Edward John Amoore,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards"
Edward John Amoore,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards"
"Judith Florence ""Judy"" Amoore-Pollock",Athletics Women's 400 metres
"Judith Florence ""Judy"" Amoore-Pollock",Athletics Women's 800 metres
"Judith Florence ""Judy"" Amoore-Pollock","Athletics Women's 1,500 metres"
"William George ""Bill"" Amor",Football Men's Football
Eugenio Amore,Beach Volleyball Men's Beach Volleyball
Juan Diego de la Trinidad Amores Arias,Athletics Men's Marathon
Carole Amoric (-Andraca),Swimming Women's 4 x 100 metres Freestyle Relay
Ana Carolina Amorim,Handball Women's Handball
Gonalo Jos Valada Amorim,"Cycling Men's Road Race, Individual"
Maria Laura Silva Amorim,Gymnastics Women's Individual All-Around
Maria Laura Silva Amorim,Gymnastics Women's Floor Exercise
Maria Laura Silva Amorim,Gymnastics Women's Horse Vault
Maria Laura Silva Amorim,Gymnastics Women's Uneven Bars
Maria Laura Silva Amorim,Gymnastics Women's Balance Beam
Patricia Filler Amorim,Swimming Women's 200 metres Freestyle
Patricia Filler Amorim,Swimming Women's 400 metres Freestyle
Patricia Filler Amorim,Swimming Women's 800 metres Freestyle
Patricia Filler Amorim,Swimming Women's 4 x 100 metres Freestyle Relay
"Eduarda Idalina ""Duda"" Amorim-Taleska",Handball Women's Handball
Paolo Amorini,Rowing Men's Coxed Eights
Eduardo Julio Amors Lluch,"Equestrianism Mixed Jumping, Individual"
Eduardo Julio Amors Lluch,"Equestrianism Mixed Jumping, Team"
Marta Amors Romagosa,Synchronized Swimming Women's Solo
Marta Amors Romagosa,Synchronized Swimming Women's Duet
Vanessa Amors Quiles,Handball Women's Handball
Arturo Jorge Amos,Gymnastics Men's Individual All-Around
Arturo Jorge Amos,Gymnastics Men's Team All-Around
Arturo Jorge Amos,Gymnastics Men's Floor Exercise
Arturo Jorge Amos,Gymnastics Men's Horse Vault
Arturo Jorge Amos,Gymnastics Men's Parallel Bars
Arturo Jorge Amos,Gymnastics Men's Horizontal Bar
Arturo Jorge Amos,Gymnastics Men's Rings
Arturo Jorge Amos,Gymnastics Men's Pommelled Horse
Charles Amos,Boxing Men's Middleweight
James F. Amos,Sailing Mixed Three Person Keelboat
Linda Amos,Swimming Women's 100 metres Freestyle
Nijel Carlos Amilfitano Amos,Athletics Men's 800 metres
Troy Amos-Ross,Boxing Men's Light-Heavyweight
Zinaida Stepanovna Amosova (Shishkina-),Cross Country Skiing Women's 5 kilometres
Zinaida Stepanovna Amosova (Shishkina-),Cross Country Skiing Women's 10 kilometres
Zinaida Stepanovna Amosova (Shishkina-),Cross Country Skiing Women's 4 x 5 kilometres Relay
Paulo Amotun Lokoro,"Athletics Men's 1,500 metres"
Gustave Joseph Amoudruz,"Shooting Men's Military Pistol, Team"
Gustave Joseph Amoudruz,"Shooting Men's Free Pistol, 50 metres, Team"
Gustave Joseph Amoudruz,"Shooting Men's Free Rifle, Three Positions, 300 metres"
Gustave Joseph Amoudruz,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team"
Jean-Claude Amoureux,Athletics Men's 100 metres
Jean-Claude Amoureux,Athletics Men's 4 x 100 metres Relay
Gbedikpe Emmanuel Amouzou,"Cycling Men's Road Race, Individual"
Roman Amoyan,"Wrestling Men's Featherweight, Greco-Roman"
Guillermo J. Amparan,Athletics Men's 400 metres
Guillermo J. Amparan,Athletics Men's 800 metres
Jorge Amparo,Boxing Men's Light-Middleweight
Edgar Montague Amphlett,"Fencing Men's epee, Individual"
Edgar Montague Amphlett,"Fencing Men's epee, Team"
Edgar Montague Amphlett,"Fencing Men's Foil, Individual"
Erich Amplatz,Table Tennis Men's Doubles
Klaus Ampler,Cycling Men's 100 kilometres Team Time Trial
Uwe Ampler,"Cycling Men's Road Race, Individual"
Uwe Ampler,Cycling Men's 100 kilometres Team Time Trial
Alberta Boatema Ampomah,Weightlifting Women's Super-Heavyweight
John Ampomah,Athletics Men's Javelin Throw
Janet Amponsah,Athletics Women's 200 metres
Janet Amponsah,Athletics Women's 4 x 100 metres Relay
Karl Ampt,Basketball Men's Basketball
Eduardo Ampudia Nio de Rivera,Alpine Skiing Men's Super G
Eduardo Ampudia Nio de Rivera,Alpine Skiing Men's Giant Slalom
Veronica Ampudia Nio de Rivera,Alpine Skiing Women's Giant Slalom
Veronica Ampudia Nio de Rivera,Alpine Skiing Women's Slalom
Omar Amr,Water Polo Men's Water Polo
Noureddine Amrabat,Football Men's Football
Rafik Amrane,Rowing Men's Single Sculls
Rolf Amrein,Sailing Mixed Two Person Keelboat
Franz Albert Amrhein,Rugby Men's Rugby
Marwa Al-Amri,"Wrestling Women's Lightweight, Freestyle"
Anand Amritraj,Tennis Men's Doubles
Vijay Amritraj,Tennis Men's Singles
Vijay Amritraj,Tennis Men's Doubles
Juraj Amel,Water Polo Men's Water Polo
Iryna Vitalivna Amshennikova,Swimming Women's 100 metres Backstroke
Iryna Vitalivna Amshennikova,Swimming Women's 200 metres Backstroke
Iryna Vitalivna Amshennikova,Swimming Women's 4 x 100 metres Medley Relay
Mohamed Amsif,Football Men's Football
Heinrich Amsinck,Polo Men's Polo
Gaston Marcel Amson,"Fencing Men's Foil, Team"
Gaston Marcel Amson,"Fencing Men's epee, Team"
Gottlieb Amstein,"Cycling Men's Road Race, Individual"
Gottlieb Amstein,"Cycling Men's Road Race, Team"
Ursula Amstein,Luge Women's Singles
Arnold Amstutz,Rowing Men's Coxed Eights
Abdul Karim Ohimai Amu,Athletics Men's 400 metres
Abdul Karim Ohimai Amu,Athletics Men's 4 x 100 metres Relay
"Daniel ""Dan"" Amuke",Athletics Men's 100 metres
"Daniel ""Dan"" Amuke",Athletics Men's 200 metres
"Erasmus Samuel A. O. ""Sam"" Amukun",Athletics Men's 100 metres
"Erasmus Samuel A. O. ""Sam"" Amukun",Athletics Men's 200 metres
"Erasmus Samuel A. O. ""Sam"" Amukun",Athletics Men's 4 x 100 metres Relay
Gudmund Birger Amundin,Rowing Men's Coxed Eights
Gail Amundrud (-Beattie),Swimming Women's 100 metres Freestyle
Gail Amundrud (-Beattie),Swimming Women's 200 metres Freestyle
Gail Amundrud (-Beattie),Swimming Women's 4 x 100 metres Freestyle Relay
Arild Eigil Amundsen,Sailing Mixed Three Person Keelboat
Arthur Martinius Amundsen,Gymnastics Men's Team All-Around
Arthur Martinius Amundsen,"Gymnastics Men's Team All-Around, Swedish System"
Harald Amundsen,"Canoeing Men's Kayak Doubles, 1,000 metres"
Mauritz Amundsen,"Shooting Men's Free Pistol, 50 metres"
Mauritz Amundsen,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
Mauritz Amundsen,"Shooting Men's Free Rifle, Three Positions, 300 metres"
Mauritz Amundsen,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
Steinar Amundsen,"Canoeing Men's Kayak Fours, 1,000 metres"
Tom Amundsen,Rowing Men's Coxless Fours
Tom Amundsen,Rowing Men's Coxed Fours
Emmanuel Amunike,Football Men's Football
Oluwatobiloba Ayomide Amusan,Athletics Women's 100 metres Hurdles
Stanley Amuzie,Football Men's Football
Mohamed Amyn,"Athletics Men's 10,000 metres"
"Francis ""Frank"" Amyot","Canoeing Men's Kayak Singles, 1,000 metres"
"Francis ""Frank"" Amyot","Canoeing Men's Canadian Singles, 1,000 metres"
Hassan Amzile,Boxing Men's Light-Welterweight
Vasilena Gerginova Amzina (Stefanova-),Athletics Women's 800 metres
Vasilena Gerginova Amzina (Stefanova-),"Athletics Women's 1,500 metres"
An Ba-Ul,Judo Men's Half-Lightweight
An Byeong-Geun,Judo Men's Lightweight
An Byeong-Geun,Judo Men's Half-Middleweight
An Byeong-Gyun,"Shooting Men's Air Rifle, 10 metres"
An Byeong-Hun,Golf Men's Individual
An Byeong-Hun,"Cycling Men's Road Race, Individual"
An Byeong-Hun,Cycling Men's 100 kilometres Team Time Trial
An Byeong-Seok,Basketball Men's Basketball
An Chang-Rim,Judo Men's Lightweight
An Cheon-Yeong,"Wrestling Men's Bantamweight, Greco-Roman"
An Dae-Hyeon,"Wrestling Men's Featherweight, Greco-Roman"
An Dal-Ho,Boxing Men's Light-Middleweight
An Dandara,Sailing Mixed Two Person Keelboat
An Deok-Gi,"Equestrianism Mixed Jumping, Individual"
An Deok-Gi,"Equestrianism Mixed Jumping, Team"
An Gil-Wan,Football Men's Football
An Gyeong-Ja,Volleyball Women's Volleyball
An Hae-Eun,Rowing Women's Coxed Fours
An Han-Bong,"Wrestling Men's Bantamweight, Greco-Roman"
An Han-Yeong,"Wrestling Men's Bantamweight, Greco-Roman"
An Hui-Bong,Baseball Men's Baseball
An Hyo-Ju,Hockey Women's Hockey
An Jae-Hyeong,Table Tennis Men's Doubles
An Jae-Song,"Shooting Men's Free Pistol, 50 metres"
An Jae-Song,"Shooting Mixed Free Pistol, 50 metres"
An Jae-Won,"Wrestling Men's Bantamweight, Freestyle"
An Jeong-Geun,Shooting Men's Trap
An Jeong-Hwa,Handball Women's Handball
An Ji-Min,Speed Skating Women's 500 metres
An Jin-Su,Handball Men's Handball
An Jong-Deuk,Rowing Men's Coxed Eights
An Kum-Ae,Judo Women's Half-Lightweight
An Myong-Hwa,Gymnastics Women's Individual All-Around
An Myong-Hwa,Gymnastics Women's Team All-Around
An Myong-Hwa,Gymnastics Women's Floor Exercise
An Myong-Hwa,Gymnastics Women's Horse Vault
An Myong-Hwa,Gymnastics Women's Uneven Bars
An Myong-Hwa,Gymnastics Women's Balance Beam
An Sang-Mi,"Short Track Speed Skating Women's 3,000 metres Relay"
An Se-Hyeon,Swimming Women's 100 metres Butterfly
An Se-Hyeon,Swimming Women's 200 metres Butterfly
An Se-Uk,Football Men's Football
An Sen-Za,"Speed Skating Women's 1,500 metres"
An Seon-Mi,Basketball Women's Basketball
An Seul-Ki,Athletics Women's Marathon
An Su-Gyeong,"Shooting Women's Air Pistol, 10 metres"
An Su-Gyeong,"Shooting Women's Sporting Pistol, 25 metres"
An U-Hyeok,"Cycling Men's Team Pursuit, 4,000 metres"
An Ung-Nam,Judo Men's Half-Heavyweight
Viktor An,"Short Track Speed Skating Men's 1,000 metres"
Viktor An,"Short Track Speed Skating Men's 1,500 metres"
Viktor An,Short Track Speed Skating Men's 500 metres
Viktor An,"Short Track Speed Skating Men's 5,000 metres Relay"
An Weijiang,Speed Skating Men's 500 metres
An Weijiang,"Speed Skating Men's 1,000 metres"
An Yeong-Han,Athletics Men's Discus Throw
An Yeong-Sik,Basketball Men's Basketball
An Yeong-Su,Boxing Men's Welterweight
An Yong-Gwon,Weightlifting Men's Super-Heavyweight
An Yulong,Short Track Speed Skating Men's 500 metres
An Yulong,"Short Track Speed Skating Men's 1,000 metres"
An Yulong,"Short Track Speed Skating Men's 5,000 metres Relay"
An Zhongxin,Softball Women's Softball
Ana Flvia Chritaro Daniel Sanglard,Volleyball Women's Volleyball
Ana Lcia de Camargo Barros,Volleyball Women's Volleyball
Ana Paula Rodrigues-Belo,Handball Women's Handball
Ana Paula Rodrigues Connelly (-Rodrigues Henkel),Volleyball Women's Volleyball
Ana Paula Rodrigues Connelly (-Rodrigues Henkel),Beach Volleyball Women's Beach Volleyball
Phara Anacharsis,Athletics Women's 4 x 400 metres Relay
Phara Anacharsis,Athletics Women's 400 metres Hurdles
Tnia Anacleto Grgorio,Swimming Women's 50 metres Freestyle
Nikolaos Anagnostopoulos,"Weightlifting Men's Unlimited, One Hand"
Nikolaos Anagnostopoulos,Athletics Men's Shot Put
Ioanna Anagnostopoulou,Rhythmic Gymnastics Women's Group
Khrysoula Anagnostopoulou,Athletics Women's Discus Throw
Gerasimos Anagnostou,"Shooting Men's Free Rifle, Prone, 600 metres"
Yasemin Ecem Anagz,Archery Women's Individual
Takamasa Anai,Judo Men's Half-Heavyweight
Jimmy Anak Ahar,"Athletics Men's 1,500 metres"
Galina Yakhorova Anakhrieva,Rowing Women's Quadruple Sculls
"Douglas Thomas ""Doug"" Anakin",Luge Men's Singles
"Douglas Thomas ""Doug"" Anakin",Bobsleigh Men's Four
Tony Analau,Weightlifting Men's Featherweight
Lolita Volodymyrivna Ananasova,Synchronized Swimming Women's Duet
Lolita Volodymyrivna Ananasova,Synchronized Swimming Women's Team
Zoya Sergeyevna Ananchenko,"Canoeing Women's Kayak Singles, 500 metres"
Zoya Sergeyevna Ananchenko,"Canoeing Women's Kayak Fours, 500 metres"
Kandiah Anandarajah,Hockey Men's Hockey
Anis Viktorovich Ananenko,Athletics Men's 800 metres
Borislav Ananiev,"Canoeing Men's Canadian Singles, 500 metres"
Borislav Ananiev,"Canoeing Men's Canadian Singles, 1,000 metres"
Borislav Ananiev,"Canoeing Men's Canadian Doubles, 500 metres"
Yekaterina Igorevna Ananina,Ice Hockey Women's Ice Hockey
Lyudmila Arkadyevna Ananko,Biathlon Women's 15 kilometres
Lyudmila Arkadyevna Ananko,Biathlon Women's 7.5 kilometres Sprint
Lyudmila Arkadyevna Ananko,Biathlon Women's 10 kilometres Pursuit
Lyudmila Arkadyevna Ananko,Biathlon Women's 4 x 6 kilometres Relay
Tatyana Vasilyevna Ananko,Rhythmic Gymnastics Women's Group
Mohsen Muhammad Abdul Mohsen Anany Youssef Mustapha,Athletics Men's Hammer Throw
Akhmed Anarbayev,Swimming Men's 400 metres Freestyle
Omar Anas,"Shooting Men's Free Rifle, Three Positions, 300 metres"
Omar Anas,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
Omar Anas,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
Yuliya Igorevna Anashkina,Luge Women's Singles
Mikhailis Anastasakis,Athletics Men's Hammer Throw
Mircea Anastasescu,"Canoeing Men's Kayak Singles, 1,000 metres"
Mircea Anastasescu,"Canoeing Men's Kayak Doubles, 1,000 metres"
Mircea Anastasescu,Canoeing Men's Kayak Relay 4 x 500 metres
"Lawrence Joseph ""Larry"" Anastasi","Fencing Men's Foil, Team"
"Lawrence Joseph ""Larry"" Anastasi","Fencing Men's epee, Team"
"Lawrence Joseph ""Larry"" Anastasi","Fencing Men's Foil, Individual"
Flavio Anastasia,Cycling Men's 100 kilometres Team Time Trial
Georgios Anastasiadis,Athletics Men's 800 metres
Georgios Anastasiadis,"Athletics Men's 1,500 metres"
"Nikolaos ""Nikos"" Anastasiadis",Cross Country Skiing Men's 15 kilometres
"Nikolaos ""Nikos"" Anastasiadis",Cross Country Skiing Men's 30 kilometres
"Nikolaos ""Nikos"" Anastasiadis",Cross Country Skiing Men's 10 kilometres
"Nikolaos ""Nikos"" Anastasiadis",Biathlon Men's 20 kilometres
"Nikolaos ""Nikos"" Anastasiadis",Cross Country Skiing Men's 10/15 kilometres Pursuit
"Nikolaos ""Nikos"" Anastasiadis",Cross Country Skiing Men's 4 x 10 kilometres Relay
Katerina Anastasiou,Cross Country Skiing Women's 5 kilometres
"Konstantinos ""Kostas"" Anastasiou",Athletics Men's 4 x 400 metres Relay
Savina Aglaia Anastasiou,Synchronized Swimming Women's Team
Themistoklis Anastasoglou,"Gymnastics Men's Individual All-Around, 5 Events"
Sotirios Anastasopoulos,Athletics Men's 100 metres
Sotirios Anastasopoulos,Athletics Men's 400 metres
Asya Anastasova,Synchronized Swimming Women's Duet
Svetlana Anastasovski-Obuina,Handball Women's Handball
Virginia Anchestegui Rabasa,Swimming Women's 100 metres Freestyle
Virginia Anchestegui Rabasa,Swimming Women's 4 x 100 metres Freestyle Relay
Xavier Anchetti,"Fencing Men's Foil, Masters, Individual"
Xavier Anchetti,"Fencing Men's epee, Masters, Individual"
Xavier Anchetti,"Fencing Men's Sabre, Masters, Individual"
Anton Pavlovich Anchin,Swimming Men's 200 metres Backstroke
Jos Andrs Anchondo Garca,Archery Men's Individual
Jos Andrs Anchondo Garca,Archery Men's Team
Rafael Domingo Anchundia Delgado,Boxing Men's Bantamweight
Roger Anciaux,Sailing Mixed Three Person Keelboat
Mario Ani,Tennis Men's Doubles
Mario Ani,Tennis Men's Singles
Osvaldo A. Ancinas,Alpine Skiing Men's Downhill
Osvaldo A. Ancinas,Alpine Skiing Men's Giant Slalom
Osvaldo A. Ancinas,Alpine Skiing Men's Slalom
"Julius Theodoor ""Jules"" Ancion",Hockey Men's Hockey
Zygmunt Jzef Anczok,Football Men's Football
Kenneth Andam,Athletics Men's 4 x 100 metres Relay
Christophe Andanson,"Wrestling Men's Light-Heavyweight, Greco-Roman"
Christophe Andanson,"Wrestling Men's Light-Heavyweight, Freestyle"
Leopoldo Jos Andara Gonzlez,Swimming Men's 200 metres Breaststroke
Leopoldo Jos Andara Gonzlez,Swimming Men's 200 metres Individual Medley
Martin Ande,Athletics Men's Marathon
Anthony Andeh,Boxing Men's Featherweight
Olaf van Andel,Rowing Men's Coxed Eights
William Peter Andelfinger,Gymnastics Men's Individual All-Around
William Peter Andelfinger,"Gymnastics Men's Individual All-Around, Field Sports"
William Peter Andelfinger,"Gymnastics Men's Individual All-Around, Apparatus Work"
Jan Andenne,"Art Competitions Mixed Music, Compositions For Solo Or Chorus"
Ragnhild Andens,"Fencing Women's epee, Individual"
Ragnhild Andens,"Fencing Women's epee, Team"
milie Andol,Judo Women's Heavyweight
Olle Henrik Martin Anderberg,"Wrestling Men's Featherweight, Greco-Roman"
Olle Henrik Martin Anderberg,"Wrestling Men's Lightweight, Freestyle"
Olle Henrik Martin Anderberg,"Wrestling Men's Lightweight, Greco-Roman"
Angela Rosa Anderes,Figure Skating Women's Singles
Thomas Andergassen,Gymnastics Men's Individual All-Around
Thomas Andergassen,Gymnastics Men's Team All-Around
Thomas Andergassen,Gymnastics Men's Parallel Bars
Thomas Andergassen,Gymnastics Men's Rings
Thomas Andergassen,Gymnastics Men's Pommelled Horse
"Stefan ""Steve"" Anderhub",Bobsleigh Men's Four
"Stefan ""Steve"" Anderhub",Bobsleigh Men's Two
Gnter Anderl,Figure Skating Men's Singles
Alois Anderle,"Swimming Men's 4,000 metres Freestyle"
Alois Anderle,Swimming Men's Underwater Swimming
Nino Anderlini,Cross Country Skiing Men's 4 x 10 kilometres Relay
Bernd Anders,Boxing Men's Heavyweight
"Elizabeth Rambo ""Beth"" Anders",Hockey Women's Hockey
Birk Anders,Biathlon Men's 10 kilometres Sprint
Helga-Beate Anders-Gummelt,Athletics Women's 10 kilometres Walk
Helga-Beate Anders-Gummelt,Athletics Women's 20 kilometres Walk
Aage Jrgen Christian Andersen,Football Men's Football
